product_name,product_id,sale_date,qty,sales_amount,currency,source
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cocoa,4,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Cocoa,4,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,32.82,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Cocoa,4,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cocoa,4,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/01/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/01/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/01/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/01/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,08/01/2024,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,08/01/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/01/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/01/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/01/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,08/01/2024,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,08/01/2024,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,08/01/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/02/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/02/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,08/02/2024,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/02/2024,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,08/02/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/03/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/03/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/03/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/03/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,08/03/2024,1,23.02,PHP,Kaggle Coffee Sales
Espresso,6,08/03/2024,1,18.12,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/03/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/03/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/03/2024,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,08/03/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/03/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/03/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/04/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/04/2024,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,08/04/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/04/2024,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,08/04/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/04/2024,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,08/05/2024,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/05/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,08/05/2024,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,08/05/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/05/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/05/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/05/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/05/2024,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,08/05/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/05/2024,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,08/05/2024,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,08/05/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/05/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,08/06/2024,1,23.02,PHP,Kaggle Coffee Sales
Hot Chocolate,7,08/06/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/06/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/06/2024,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,08/06/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/06/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/06/2024,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,08/06/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/07/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,08/07/2024,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,08/07/2024,1,23.02,PHP,Kaggle Coffee Sales
Espresso,6,08/07/2024,1,18.12,PHP,Kaggle Coffee Sales
Americano,1,08/07/2024,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,08/07/2024,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,08/07/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/07/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/07/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/07/2024,1,32.82,PHP,Kaggle Coffee Sales
Espresso,6,08/08/2024,1,18.12,PHP,Kaggle Coffee Sales
Cortado,5,08/08/2024,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/08/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,08/08/2024,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,08/08/2024,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,08/08/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/08/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/08/2024,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,08/09/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,08/09/2024,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,08/09/2024,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/09/2024,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,08/09/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,08/09/2024,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,08/09/2024,1,23.02,PHP,Kaggle Coffee Sales
Hot Chocolate,7,08/09/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/10/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/10/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,08/10/2024,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,08/10/2024,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,08/10/2024,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,08/10/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/10/2024,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,08/10/2024,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,08/10/2024,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,08/10/2024,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,08/10/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/11/2024,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,08/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/11/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,08/11/2024,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,08/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/11/2024,1,27.92,PHP,Kaggle Coffee Sales
Cocoa,4,08/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Espresso,6,08/11/2024,1,18.12,PHP,Kaggle Coffee Sales
Cortado,5,08/11/2024,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,08/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Hot Chocolate,7,08/12/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/12/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,08/12/2024,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,08/12/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,08/12/2024,1,32.82,PHP,Kaggle Coffee Sales
Espresso,6,08/12/2024,1,18.12,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/12/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/12/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/12/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,08/12/2024,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,08/12/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/12/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,08/12/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Cocoa,4,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Espresso,6,,1,18.12,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cortado,5,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano,1,,1,23.02,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,27.92,PHP,Kaggle Coffee Sales
